tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,tweet_length,clean_text
Possible Google social network to preview at #sxsw. {link},,No emotion toward brand or product,9,possible google social network preview sxsw link
"Just saw google speak, creating search engines tht can recognize pictures. Artificial intelligence is here! #SXSW",Google,Positive emotion,16,saw google speak creating search engine tht recognize picture artificial intelligence sxsw
&gt;&gt; Google Tests ���Check-in Offers�۝ At SXSW: {link}  #SXSW,,No emotion toward brand or product,9,gtgt google test checkin offer sxsw link sxsw
&gt;&gt; Google Tests ���Check-in Offers�۝ At SXSW: {link} #fb #in #SXSW,,No emotion toward brand or product,11,gtgt google test checkin offer sxsw link fb sxsw
Who uses Google TV in this room? Nobody raises a hand in a packed room at the #socialviewing session at #sxsw,,Negative emotion,21,us google tv room nobody raise hand packed room socialviewing session sxsw
@mention Google was advertising the check-in-thing at #AUS #SXSW  {link},Google,Positive emotion,10,google advertising checkinthing au sxsw link
"@mention Google, @mention Among Companies Trying to Make Impression at #SXSW Interactive {link} #ipad2 #sxswi",,No emotion toward brand or product,15,google among company trying make impression sxsw interactive link ipad sxswi
"#Apple, #Google, #Intel and Others Go Gaga for the Go Game | Fast Company {link} #SXSW #SocialMedia #createyourownadventure",,I can't tell,18,apple google intel others go gaga go game fast company link sxsw socialmedia createyourownadventure
"Bet on a GoogleBuzz-like #fail. People don't care about privacy, else they'd quitted FB/TW already RT @mention Google Circles will be __ #sxsw",,I can't tell,23,bet googlebuzzlike fail people dont care privacy else theyd quitted fbtw already rt google circle sxsw
Whoohoo! Got it! ;) RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW (cont) {link},,Positive emotion,21,whoohoo got rt new ubersocial iphone app store includes uberguide sxsw cont link
Sweet! I got the iPad too! That's a nerd joke!  #SXSW,iPad,Positive emotion,11,sweet got ipad thats nerd joke sxsw
"Abba has gotten dissed at 2 #sxsw panels in a row: Love, Music &amp; APIs and GoogleTV to iPad Apps: The Connected TV Experience. Poor Abba.",,No emotion toward brand or product,26,abba gotten dissed sxsw panel row love music amp apis googletv ipad apps connected tv experience poor abba
Download Gowalla 3 for Android. Just in time for #SXSW huh? @mention Foliot International HQ {link},,No emotion toward brand or product,16,download gowalla android time sxsw huh foliot international hq link
"CBS, SCVNGR Launch Spy Game at SXSW: If you have some downtime during this... {link} #News #cbs #scvngr #sxsw #Cyber #iPhone",,No emotion toward brand or product,21,cbs scvngr launch spy game sxsw downtime link news cbs scvngr sxsw cyber iphone
@mention Gr8 meeting u IRL after the book signing today! Really enjoyed your iPad prez &amp; mahalo for the autograph! #SXSW #HISXSW,,No emotion toward brand or product,22,gr meeting u irl book signing today really enjoyed ipad prez amp mahalo autograph sxsw hisxsw
A really great comparison review of the iPad 2 and iPad 1 by @mention at #sxsw #GermanVersion -&gt; {link},,No emotion toward brand or product,19,really great comparison review ipad ipad sxsw germanversion gt link
Had some great conversations at the UX meet-up and iPhone dev meet-up this afternoon. Onto the Phoenix for happy hour. #sxsw,,No emotion toward brand or product,21,great conversation ux meetup iphone dev meetup afternoon onto phoenix happy hour sxsw
@mention great news for u and @mention and the TWiT crew. Apple is building a temporary Store for #SXSW 2011 so u can get ur ipad 2s !!,Apple,Positive emotion,28,great news u twit crew apple building temporary store sxsw u get ur ipad
"@mention great stuff on Fri #SXSW: Marissa Mayer (Google), Tim O'Reilly (tech books/conferences) &amp; Matt Mullenweg (Wordpress)",Google,Positive emotion,17,great stuff fri sxsw marissa mayer google tim oreilly tech booksconferences amp matt mullenweg wordpress
Having a great time at the Google Party #sxswi #sxsw,Google,Positive emotion,10,great time google party sxswi sxsw
"Totally agree @mention Check out GoogleTV to iPad Apps: The Connected TV
{link} #SXSW #ConnectedTV Fascinating!",iPad or iPhone App,Positive emotion,16,totally agree check googletv ipad apps connected tv link sxsw connectedtv fascinating
Props to GSDM and the big G. (google) at #SXSW. Great crowd and agency space but Bluezoom can give them a run ;) {link},Google,Positive emotion,24,prop gsdm big g google sxsw great crowd agency space bluezoom give run link
"Security guard enjoying the iPad2 at the Apple Store in Austin... #sxsw #ipad2 
 {link}",iPad,Positive emotion,14,security guard enjoying ipad apple store austin sxsw ipad link
My colleague @mention on a culinary adventure in Austin at #SXSW: {link}  Chicken waffle tacos anyone?,,No emotion toward brand or product,16,colleague culinary adventure austin sxsw link chicken waffle taco anyone
&lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,iPad,Positive emotion,17,lt guess ipad unsix tweetup thanks amp sxsw happydance
"A busdev guy come to #Ipad2 line and ask where wr from, what we feel about ipad2, have o good discussion about iads #apple #crazyco #sxsw",iPad,Positive emotion,26,busdev guy come ipad line ask wr feel ipad good discussion iads apple crazyco sxsw
"Homeless guy in front of Apple pop-up store here at #sxsw is holding a sign that says, &quot;Need money for iPad 2&quot;",,No emotion toward brand or product,22,homeless guy front apple popup store sxsw holding sign say quotneed money ipad quot
@mention guy next to me is buying your book during your keynote on his ipad #sxsw #thankyouecon {link},,No emotion toward brand or product,18,guy next buying book keynote ipad sxsw thankyouecon link
"omg, the guy next to me has a brand-new iPad and is trying to understand Twitter. Never used it before. It's painful #SXSW",,No emotion toward brand or product,23,omg guy next brandnew ipad trying understand twitter never used painful sxsw
Homeless guy outside pop-up #SXSW Apple store holding sign: &quot;saving up for ipad 2&quot; (don't ask for a photo),iPad,Positive emotion,19,homeless guy outside popup sxsw apple store holding sign quotsaving ipad quot dont ask photo
Meet The Guy Who Bought The First #iPad 2 At The #SXSW #Apple Pop-Up��Store {link} via @mention,,No emotion toward brand or product,17,meet guy bought first ipad sxsw apple popupstore link via
Meet The Guy Who Bought The First iPad 2 At The #SXSW Apple Pop-Up Store {link},,No emotion toward brand or product,16,meet guy bought first ipad sxsw apple popup store link
Meet The Guy Who Bought The First iPad 2 At The #SXSW Apple Pop-Up Store {link} /by @mention,,No emotion toward brand or product,18,meet guy bought first ipad sxsw apple popup store link
Meet The Guy Who Bought The First iPad 2 At The SXSW Apple Pop-Up Store - TechCrunch {link} #sxsw,,No emotion toward brand or product,19,meet guy bought first ipad sxsw apple popup store techcrunch link sxsw
Meet The Guy Who Bought The First iPad 2 At The SXSW Apple Pop-Up Store {link} #Apple #iPad2 #SXSW,,No emotion toward brand or product,19,meet guy bought first ipad sxsw apple popup store link apple ipad sxsw
"#technology #Apple heads to #SXSW, sets up temporary store in Austin: Apple is going to be at SXSW this year,... {link} #tech",,No emotion toward brand or product,22,technology apple head sxsw set temporary store austin apple going sxsw year link tech
"#technology #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #tech",Apple,Positive emotion,18,technology apple opening popup store austin sxsw geekfest apple brianlam thousand link tech
"#technology #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #tech",,Positive emotion,18,technology apple save sxsw set open popup store despite two austin texas location link tech
"#technology #iPad_2 Gets Temporary ##Apple_Store for #SXSW: Apple is setting up a temporary store in Austin,... {link} #tech",,No emotion toward brand or product,18,technology ipad get temporary applestore sxsw apple setting temporary store austin link tech
"#technology At #SXSW, #Apple schools the marketing experts: Thousands are in town to demonstrate their social... {link} #tech",Apple,Positive emotion,18,technology sxsw apple school marketing expert thousand town demonstrate social link tech
"#technology Before It Even Begins, #Apple Wins #SXSW: Over the past week, there's been a major dilemma in... {link} #tech",Apple,Positive emotion,20,technology even begin apple win sxsw past week there major dilemma link tech
TechCrunch - Apple Opening Pop-Up Store In Austin For SXSW #store #sxsw #apple {link},,No emotion toward brand or product,14,techcrunch apple opening popup store austin sxsw store sxsw apple link
"Lunch with @mention at #CNNGrill. View from the HTML5 dev trenches: Android is painful, iOS is sleek (for what @mention is doing) #sxsw",Android,Negative emotion,23,lunch cnngrill view html dev trench android painful io sleek sxsw
Taken with an iPhone #SXSW  {link},,No emotion toward brand or product,6,taken iphone sxsw link
Open graph did repair the damage google did to the title tag. #sxsw #microformats,Google,Negative emotion,14,open graph repair damage google title tag sxsw microformats
Party with DJ Do Jo playing with Red Bull BPM on iPad! #SXSW #courtyard @mention  {link},,Positive emotion,16,party dj jo playing red bull bpm ipad sxsw courtyard link
wow!! much hirer than I expected RT @mention 40% of google maps use is mobile #sxsw,Google,Positive emotion,16,wow much hirer expected rt google map use mobile sxsw
Last month it was Discovr for iPad at #midem. This time it's Discovr for iPhone at #sxsw. Climbing the App Store charts! {link},iPad or iPhone App,Positive emotion,23,last month discovr ipad midem time discovr iphone sxsw climbing app store chart link
"{link} Ohh marrisa, people are hating on you, huh? #Google #sxsw",,No emotion toward brand or product,11,link ohh marrisa people hating huh google sxsw
Come watch me make an ass of myself at the iPad 2 v Android v World panel. Radisson. 330pm. #SXSW,,No emotion toward brand or product,20,come watch make as ipad v android v world panel radisson pm sxsw
I10: March of the Pigs {link} [codes valid: 12:00-3:59:59p 03/12/11] #infektd #sxsw #zomb,,No emotion toward brand or product,13,march pig link code valid p infektd sxsw zomb
"Photo: Ooh, a triple: MacBook, iPad, and iPhone simultaneously #SXSW (Taken with Instagram at Hyatt Regency... {link}",,No emotion toward brand or product,17,photo ooh triple macbook ipad iphone simultaneously sxsw taken instagram hyatt regency link
"gross. ugh, white people. // RT @mention #SXSW a line of about 100 outside Apple pop-up store at Sixth &amp; Congress #ipad2",,No emotion toward brand or product,22,gross ugh white people rt sxsw line outside apple popup store sixth amp congress ipad
Awwww yeah!!! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,iPad,Positive emotion,21,yeah rt congrats winning last ipad case boyfriend aw sxsw cbatsxsw
@mention Ha! I feel like the only person at #sxsw with a non-Mac/iPad!,Apple,Negative emotion,13,ha feel like person sxsw nonmacipad
Everyone had an iPhone and a beer. Everyone. #sxswi #sxsw,,No emotion toward brand or product,10,everyone iphone beer everyone sxswi sxsw
@mention haha for which? The iPhone or #sxsw?,,No emotion toward brand or product,8,haha iphone sxsw
@mention Haha yeah it's called Google Circles.. I just learned of this tonight #SXSW,,No emotion toward brand or product,14,haha yeah called google circle learned tonight sxsw
"In less than 24 hours, this will be an Apple Store: {link} (And this will be the line in: {link} #sxsw #ipad2",,No emotion toward brand or product,22,le hour apple store link line link sxsw ipad
iPad2 in hand thanks to the Popup Apple Store at #SXSW. First impression: I may have a lemon. Backlight has some bleed thru at the bottom.,iPad,Negative emotion,26,ipad hand thanks popup apple store sxsw first impression may lemon backlight bleed thru bottom
"Weather changed today at #sxsw, get exclusive weather updates from KXAN Austin's Jim Spencer on @mention {link}",,No emotion toward brand or product,17,weather changed today sxsw get exclusive weather update kxan austin jim spencer link
"To be enchanting, offer the likeability of Virgin Air, the trustworthiness of Zappos &amp; the great products of Apple. @mention #sxsw",Apple,Positive emotion,21,enchanting offer likeability virgin air trustworthiness zappos amp great product apple sxsw
"To be enchanting, offer the likeability of Virgin Airlines, the trustworthiness of Zappos &amp; great products of Apple. @mention #sxsw",Apple,Positive emotion,20,enchanting offer likeability virgin airline trustworthiness zappos amp great product apple sxsw
Is music happening at #SXSW or is it just a lamewad promo fest for #zappos #Apple #Samsung etc. ????,Apple,No emotion toward brand or product,19,music happening sxsw lamewad promo fest zappos apple samsung etc
Having a hard time tweeting and using iPhone here at #SXSW. Using iPad and it's much better. #HISXSW,iPhone,Positive emotion,18,hard time tweeting using iphone sxsw using ipad much better hisxsw
thx for sharing! RT @mention 21 free tracks on iTunes from #SXSW featured artists: {link} (via @mention,,No emotion toward brand or product,17,thx sharing rt free track itunes sxsw featured artist link via
"nuanced sharing' --&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,18,nuanced sharing gt rt google launch major new social network called circle possibly today link sxsw
Your Mom has an iPad - designing for Boomers #yourmom #sxsw (@mention Austin Convention Center w/ 779 others) {link},,No emotion toward brand or product,19,mom ipad designing boomer yourmom sxsw austin convention center w others link
"Your Mom Has an iPad: Designing for Boomers at SXSW.
{link} #SXSW",,No emotion toward brand or product,12,mom ipad designing boomer sxsw link sxsw
@mention has arrived at the #GSDM &amp; #Google #SXSW industry party.,,No emotion toward brand or product,11,arrived gsdm amp google sxsw industry party
@mention has evolved from novelty game to essential utility. What now @mention @mention {link} via @mention @IndySaha #sxsw,,No emotion toward brand or product,18,evolved novelty game essential utility link via sxsw
@mention has his face as his iPad 2 background image. !!! #sxsw  {link},,No emotion toward brand or product,13,face ipad background image sxsw link
@mention has interesting presentation on how iPad has helped those with disabilities. Very insightful. #POURsite #SXSW,iPad,Positive emotion,16,interesting presentation ipad helped disability insightful poursite sxsw
"Bing/icanhas is on fire. Still going to keep searching with google, though. #sxsw #thanksforthebrandedshades",Google,Positive emotion,14,bingicanhas fire still going keep searching google though sxsw thanksforthebrandedshades
"@mention has their Google Analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it. #newsapps #sxsw",iPhone,Positive emotion,23,google analytics visit ipad iphone ranked top way people access newsapps sxsw
Hey Jen what do you hear about Google Circles at #SXSW? {link},,No emotion toward brand or product,12,hey jen hear google circle sxsw link
Hearing that google may launch a social network at an event tonight.  #sxsw,,No emotion toward brand or product,13,hearing google may launch social network event tonight sxsw
a trend that Tomlinson is seeing is that age of iPad owners is higher than expected (says 55+ is their demo) #SXSW #in #newsapp,,Positive emotion,24,trend tomlinson seeing age ipad owner higher expected say demo sxsw newsapp
"Lots of chatter around Google's new social network, Circles #SXSW -KEK",,No emotion toward brand or product,11,lot chatter around google new social network circle sxsw kek
Apple to have a pop-up store at South by South West: {link} #sxsw,,No emotion toward brand or product,13,apple popup store south south west link sxsw
Apple to have pop-up store in Austin. Smart. {link} #sxsw,,No emotion toward brand or product,10,apple popup store austin smart link sxsw
@mention Have they provided any stats on Tablets? Or by specific platform (iPhone vs. Android)? #sxsw #cnngrill,,No emotion toward brand or product,17,provided stats tablet specific platform iphone v android sxsw cnngrill
You must have this app for your iPad if you are going to #SXSW {link} #hollergram,iPad or iPhone App,Positive emotion,16,must app ipad going sxsw link hollergram
@mention Have y'all seen this? Temp Apple Store going up downtown for #SXSW. Would y'all stream from there instead? {link},Apple,Positive emotion,20,yall seen temp apple store going downtown sxsw would yall stream instead link
"&quot;We haven't done tablet stuff yet. It's hard enough for us to keep up with the android, iphone and bberry!&quot;  @mention #swswi #checkins #sxsw",,No emotion toward brand or product,24,quotwe havent done tablet stuff yet hard enough u keep android iphone bberryquot swswi checkins sxsw
Mike (TechDirt) &amp; Bill (google) have refused to sit at the panel because it's &quot;too hierarchical.&quot; I can't see. #copyright #SXSW,,No emotion toward brand or product,21,mike techdirt amp bill google refused sit panel quottoo hierarchicalquot cant see copyright sxsw
"Wow, so the #apple popup store in downtown #Austin is real. Let's do this #sxsw!",Apple,Positive emotion,15,wow apple popup store downtown austin real let sxsw
"Free on the #iTunes store, 22 tracks from #SXSW featured artists.. {link} Grab it before its gone.. Thanks #Apple !",Apple,Positive emotion,20,free itunes store track sxsw featured artist link grab gone thanks apple
"Checked the #SXSW Apple store line on the way here. Man, that line is long. :) #toolongforme",Apple,Positive emotion,17,checked sxsw apple store line way man line long toolongforme
"Despite the #SXSW rumours flying around yesterday, no launch of Google Circles planned this week {link}",,No emotion toward brand or product,16,despite sxsw rumour flying around yesterday launch google circle planned week link
Come to the 365PlusMedia booth at #SXSW (across from Google) -- like us on Twitter at the booth and get a free @mention body scrub!!,,No emotion toward brand or product,25,come plusmedia booth sxsw across google like u twitter booth get free body scrub
amazing the amount of app updates on my ipad today for the kick off of #sxsw,iPad or iPhone App,Positive emotion,16,amazing amount app update ipad today kick sxsw
"Beware, the android #sxsw app for schedules is completely innacurate. Just walked to the hyatt for no reason #sxswfail",Android App,Negative emotion,19,beware android sxsw app schedule completely innacurate walked hyatt reason sxswfail
Line at the Apple store is insane.. #sxsw,,No emotion toward brand or product,8,line apple store insane sxsw
Back in the big apple!  Need to wean off my new foursquare addiction thanks to #sxsw and @mention Do people really care where I am? Nah,,Positive emotion,26,back big apple need wean new foursquare addiction thanks sxsw people really care nah
Today's the day - join the Mobile Social ride at #SXSW {link} Need the app for the ride? {link},,No emotion toward brand or product,19,today day join mobile social ride sxsw link need app ride link
"Google: the future is AR, Contextual Discovery and &quot;smarter&quot;, more efficient mobile devices. #SXSW",,No emotion toward brand or product,14,google future ar contextual discovery quotsmarterquot efficient mobile device sxsw
@mention He has a lot going on in the next few months &amp; will be in Austin Saturday at #SXSW to promote his new iPhone game with @mention,,No emotion toward brand or product,28,lot going next month amp austin saturday sxsw promote new iphone game
Deep in the heart of texas...with my iPad and a margarita in hand...#SXSW {link},,No emotion toward brand or product,14,deep heart texaswith ipad margarita handsxsw link
Data is the new oil. (Companies like Google and Facebook have monopoly and terms of service to be wary of) - @mention #sxsw,Google,Negative emotion,23,data new oil company like google facebook monopoly term service wary sxsw
Just in the nick of time! Get your #iphone #eventseekr app for #SXSW!! {link},iPad or iPhone App,Positive emotion,14,nick time get iphone eventseekr app sxsw link
"#SXSWI: The only place where its not considered rude to text, tweet or look at your phone/iPad during a meal or conversation. #sxsw",,No emotion toward brand or product,23,sxswi place considered rude text tweet look phoneipad meal conversation sxsw
Line at the pop up @mention store @mention 6thst./ congress ave. for ipad 2 goes around the block and then some. #sxswinfo #sxsw,,No emotion toward brand or product,23,line pop store thst congress ave ipad go around block sxswinfo sxsw
N37: On the Scent {link} [codes valid: 4:00-7:59:59p 03/14/11] #infektd #sxsw #necro,,No emotion toward brand or product,12,n scent link code valid p infektd sxsw necro
Here is the video I took with my iPhone of @mention in Super #SXSW  {link},,No emotion toward brand or product,15,video took iphone super sxsw link
"2011 is the year of the Pop Up, if these dueling offerings at #SXSW are any indication. Apple: {link} HP: {link}",,No emotion toward brand or product,21,year pop dueling offering sxsw indication apple link hp link
@mention Heading to Austin for #SXSW? The @mention Austin guide for iPhone is free for a limited time {link} #lp #travel,,No emotion toward brand or product,21,heading austin sxsw austin guide iphone free limited time link lp travel
"Nice, im heading to barton creek to get a mackbook pro :) RT @mention Waiting outside the #SXSW Apple store for my #iPad2
#woohoo",Other Apple product or service,Positive emotion,24,nice im heading barton creek get mackbook pro rt waiting outside sxsw apple store ipad woohoo
"About to hear &quot;Designing iPad Interfaces - New Navigation Schemas&quot; at #SXSW.
{link} #UXDes",,No emotion toward brand or product,14,hear quotdesigning ipad interface new navigation schemasquot sxsw link uxdes
About to hear Marissa Mayer from Google speak. 3 rows back. So cool! #SXSW #Google,Google,Positive emotion,15,hear marissa mayer google speak row back cool sxsw google
Have you heard about the #android app Bizzy? They've challenged TDG to Check Out #sxsw read more: {link},Android App,Positive emotion,18,heard android app bizzy theyve challenged tdg check sxsw read link
@mention heard rumors Google Circles was supposed to have a preview at #SXSW,,No emotion toward brand or product,13,heard rumor google circle supposed preview sxsw
"@mention heard that apple's going to open a special store, they're expecting a lot of customers from #sxsw",Apple,Positive emotion,18,heard apple going open special store theyre expecting lot customer sxsw
"@mention Heard you�۪re at #sxsw, what do you think abt making an iPhone case of your kids? Your blog? Stop by, we�۪re at the @mention grille",,No emotion toward brand or product,26,heard youre sxsw think abt making iphone case kid blog stop grille
Able to check into @mention using @mention while 4sq iPhone app is down #SXSW,,No emotion toward brand or product,14,able check using sq iphone app sxsw
@mention helaas... &quot;@mention Google is NOT launching any products at  #SXSW {link},,No emotion toward brand or product,12,helaas quot google launching product sxsw link
"@mention hello! Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app, {link} booth 437",,No emotion toward brand or product,19,hello enjoy sxsw ride anywhere austin download groundlink app link booth
"Me love them long time... Catherine &amp; Lori, the girls who found my lost iPhone at the #sxsw info desk #ftw {link}",,No emotion toward brand or product,22,love long time catherine amp lori girl found lost iphone sxsw info desk ftw link
I am neither at #SXSW nor buying an iPad 2 today. I feel like my geek cred is basically gone.,iPad,I can't tell,20,neither sxsw buying ipad today feel like geek cred basically gone
Kara Swisher: Apple is the most stylish fascist company in America #sxsw,Apple,Negative emotion,12,kara swisher apple stylish fascist company america sxsw
Does anywhere at #SXSW have iPhone chargers I can use for a bit??,,No emotion toward brand or product,13,anywhere sxsw iphone charger use bit
@mention here's your personal guide to austin for #sxsw {link},,No emotion toward brand or product,10,here personal guide austin sxsw link
"@mention Hey Eric, it was at a pop-up Apple store here at #SXSW -- nice long line of tech-savvy folks ready to spend hard-earned $",Apple,Positive emotion,25,hey eric popup apple store sxsw nice long line techsavvy folk ready spend hardearned
@mention Hey Jen what do you hear about Google Circles at #SXSW?,,No emotion toward brand or product,12,hey jen hear google circle sxsw
"@mention Hey Mark, no sleep for you at #sxsw! Bring me home a shiny new iPad, would ya? :) @mention",iPad,Positive emotion,20,hey mark sleep sxsw bring home shiny new ipad would ya
"@mention Hey Taariq, howdy from Texas, fav #sXsw app so far is the official one {link} &lt;--android-or get Iphone #UsGuys",Android App,Positive emotion,20,hey taariq howdy texas fav sxsw app far official one link ltandroidor get iphone usguys
"@mention hey, I'm in that line! #sxsw #apple",,No emotion toward brand or product,8,hey im line sxsw apple
"@mention hey, you are at #sxsw - if life gives you food poisoning, pitch a food poisoning iPhone app to a passing venture capitalist",,No emotion toward brand or product,24,hey sxsw life give food poisoning pitch food poisoning iphone app passing venture capitalist
@mention Hey! Come by the Fast Company Grille if you're hungry! Mention #zazzlesxsw and get a customizable iPhone case too! #sxsw,,No emotion toward brand or product,21,hey come fast company grille youre hungry mention zazzlesxsw get customizable iphone case sxsw
@mention Hey! Y'all have anyway to get text updates?? I don't have a cool pocket google machine phone #sxsw,Google,Positive emotion,19,hey yall anyway get text update dont cool pocket google machine phone sxsw
@mention Hi Josh. Do yo have an iPhone. Do you have Beluga? Do you get text for DMs? :D #sxsw #sxswi contact plans,,No emotion toward brand or product,23,hi josh yo iphone beluga get text dm sxsw sxswi contact plan
"12:30pm, Hilton 615AB, at #sxsw: RT @mention Who is going to the Android Developers Meetup? I'm looking forward to meeting @mention",,No emotion toward brand or product,21,pm hilton ab sxsw rt going android developer meetup im looking forward meeting
What's behind #Android's race to No. 1? {link} #smartphones #technology #mobile #sxsw #sxswi,Android,Positive emotion,13,whats behind android race link smartphones technology mobile sxsw sxswi
"GENIUS behind Google Circles.
���_ξС�__�__�_ԍ�ύ_��ݍ�܊��
Real Life Social Graph Network v2 
View documents by Paul Adams {link}",Other Google product or service,Positive emotion,17,genius behind google circle real life social graph network v view document paul adam link
not launching today. dev w @mention input rt @mention Google to Launch Major New Social Network - Circles {link} #sxsw,,No emotion toward brand or product,20,launching today dev w input rt google launch major new social network circle link sxsw
"#sxsw fashion essential #2:  iPad plus 2 mobile phones for chronicling witty tweets, unlocking Mayor badges, taking photos of Hootsuite owl",iPad,Positive emotion,21,sxsw fashion essential ipad plus mobile phone chronicling witty tweet unlocking mayor badge taking photo hootsuite owl
I found this 'Emily White: On #SXSW' in the Music Business 101 iPhone App {link},,No emotion toward brand or product,15,found emily white sxsw music business iphone app link
Conan to his Asst: 'Lots of hipsters here..She's looking for a man w/ a fedora and an Ipad 2' lol! #SXSW,,No emotion toward brand or product,21,conan asst lot hipster hereshes looking man w fedora ipad lol sxsw
"it holds his iPhone, which he uses for changing visuals RT @mention #GoogleDoodle #sxsw fun panel.  Intrigued by Marcin's powerglove?",,No emotion toward brand or product,20,hold iphone us changing visuals rt googledoodle sxsw fun panel intrigued marcins powerglove
Imagine this is only sight ok during #SXSW... RT @mention Homeless guy panhandling for an iPad 2 america is fucked  {link},,No emotion toward brand or product,21,imagine sight ok sxsw rt homeless guy panhandling ipad america fucked link
Waiting this line has been awesome because of the South African Contingent.  #sxswsa #SXSW #Apple {link},,No emotion toward brand or product,16,waiting line awesome south african contingent sxswsa sxsw apple link
I threw this together to keep on my iPad to attempt to keep up with all the after hours stuff this weekend. #sxsw  {link},iPad,Positive emotion,24,threw together keep ipad attempt keep hour stuff weekend sxsw link
"Apple's white earbuds - good symbol of our need for social proof, when the iPod launched, we all knew who had a new toy #guykawasaki #SXSW",Apple,Positive emotion,26,apple white earbuds good symbol need social proof ipod launched knew new toy guykawasaki sxsw
EightBit Hits The Street Running With HTML5 Power; SXSW Just Got A Lot More Fun {link} #iPhone #NES #SXSW #TheStreet,,No emotion toward brand or product,20,eightbit hit street running html power sxsw got lot fun link iphone ne sxsw thestreet
@mention Hmmm... thinking about borrowing an iPad from work for taking notes at #SXSW. Works well enough that I don't have to lug the MBP?,,No emotion toward brand or product,25,hmmm thinking borrowing ipad work taking note sxsw work well enough dont lug mbp
@mention Hmmmm {link} #SXSW #Apple,,No emotion toward brand or product,5,hmmmm link sxsw apple
"Well, Cashmore just gave the new iPad a crushing non-endorsement. #sxsw #checkins #ouch",iPad,Negative emotion,13,well cashmore gave new ipad crushing nonendorsement sxsw checkins ouch
"Cue the choir music #SXSW  @mention Apple Store, SXSW {link}",,No emotion toward brand or product,10,cue choir music sxsw apple store sxsw link
these #iphone #android apps will keep you grooving at #SXSW {link},iPad or iPhone App,Positive emotion,11,iphone android apps keep grooving sxsw link
"RIP my iPhone 4: June 2010 -  #SXSW. You survived a severe drop, but could not evade drowning. {link}",iPhone,Negative emotion,19,rip iphone june sxsw survived severe drop could evade drowning link
"95% of iPhone and Droid apps have less than 1,000 downloads total. #SXSW",Android App,Negative emotion,13,iphone droid apps le downloads total sxsw
funny! iphone correction? RT @mention Dashing off to learn a thing or two about longhorn journalism #SXSW,,I can't tell,17,funny iphone correction rt dashing learn thing two longhorn journalism sxsw
At the iPhone dev meetup #SXSW,,No emotion toward brand or product,6,iphone dev meetup sxsw
Got an iPhone or Android app? Come see me at the Microsoft booth and I'll give you a token for free entry into our marketplace. ($99) #sxsw,,No emotion toward brand or product,27,got iphone android app come see microsoft booth ill give token free entry marketplace sxsw
Got an iPhone or Android app? Im in  back of the Phone Gap session.  Show me your app and get into the Windows Phone marketplace free. #sxsw,,No emotion toward brand or product,27,got iphone android app im back phone gap session show app get window phone marketplace free sxsw
"Saw my iPhone switch to the Edge network at badge pickup. #att, you ready for #sxsw?",,No emotion toward brand or product,16,saw iphone switch edge network badge pickup att ready sxsw
Apple ehPhone. Now available. Only in Canada. #SXSW #Apple #aPhone #Canada,,No emotion toward brand or product,11,apple ehphone available canada sxsw apple aphone canada
I17: Symphony of Destruction {link} [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zomb,,No emotion toward brand or product,12,symphony destruction link code valid p infektd sxsw zomb
@mention hope you can come to the ACLU &amp; Google #PartyLikeIts1986 on sunday at maggie mae's! #sxsw #sxswi,,No emotion toward brand or product,18,hope come aclu amp google partylikeits sunday maggie maes sxsw sxswi
"For all those wanting to buy an #iPad2, a temporary #Apple store will open in Austin for #SXSW - {link}",,No emotion toward brand or product,20,wanting buy ipad temporary apple store open austin sxsw link
At #tweethouse watching #ipad dj @mention rock out at #sxsw! Check out www.rana.co! #dotco,,No emotion toward brand or product,14,tweethouse watching ipad dj rock sxsw check dotco
"Geeks Without Bounds #sxsw #meetup Geeks Without Bounds Sun, March 13, 6pm ��� 7pm
Meet @mention the Turnstone Bus {link}",,No emotion toward brand or product,20,geek without bound sxsw meetup geek without bound sun march pm pm meet turnstone bus link
Why the shout-out to Ukraine? {link} @mention @mention HTML validation needed for ranking? {link}  #sxsw,,No emotion toward brand or product,15,shoutout ukraine link html validation needed ranking link sxsw
I wonder how #google Places and Hotpot will impact the usage of things like #Yelp. #MarissaGoogle #sxsw,,No emotion toward brand or product,17,wonder google place hotpot impact usage thing like yelp marissagoogle sxsw
@mention How can any self-respecting Apple fanboy attend THE interactive event of the year without an #iPad2? #SXSWi #SXSW,iPad,Positive emotion,19,selfrespecting apple fanboy attend interactive event year without ipad sxswi sxsw
